gen	phenotype	value
PP	ovaries	9.529894452688705
PP	ovaries	12.07461360826234
PP	ovaries	7.9298331668402735
PP	ovaries	13.030088556328863
PP	ovaries	9.923765969595628
PP	ovaries	12.118869800935135
PP	ovaries	16.730871485428022
PP	ovaries	7.7611736640882185
PP	ovaries	12.581261612623075
PP	ovaries	9.828844582481784
PP	ovaries	5.547512477304842
PP	ovaries	9.271697331503567
PP	ovaries	12.573683620008119
PP	ovaries	13.097851661103856
PP	ovaries	9.495452438943289
PP	ovaries	12.299372412946656
PP	ovaries	9.358210679157846
PP	ovaries	11.78513583825685
PP	ovaries	9.501471295158584
PP	ovaries	9.285485088025256
PP	size	5.428744570227479
PP	size	7.830969643515761
PP	size	6.43951870409075
PP	size	6.874554548380353
PP	size	6.192794999691284
PP	size	7.04813518658845
PP	size	5.405149917788921
PP	size	7.448169276299993
PP	size	7.149106593740753
PP	size	6.794366957534865
PP	size	7.322701991556529
PP	size	8.102835692042742
PP	size	7.928663931242512
PP	size	4.904310655766145
PP	size	7.633341167132783
PP	size	7.919248827951006
PP	size	7.1596024138379075
PP	size	6.066944734639406
PP	size	7.60866696418937
PP	size	6.013709277031682
PP	size	6.802120759740157
PP	size	7.333102892627761
PP	size	8.493386397667981
PP	size	6.71435175851777
PP	size	7.780742519973043
PP	size	7.466347030629927
PP	size	6.814665652572366
PP	size	7.977283402306138
PP	size	7.25532709143416
PP	size	7.5752144015738825
PP	size	5.594974423451484
PP	size	7.522600130401113
PP	size	6.698565202866837
PP	size	8.155950839100377
PP	size	6.209794699275652
PP	size	6.103631359813691
PP	size	6.136970077081657
PP	size	7.534945114442499
PP	size	8.83455245761812
PP	size	8.923486949801688
PP	weight	10.897836228250018
PP	weight	11.500586705557991
PP	weight	12.185236064663599
PP	weight	11.867712802251482
PP	weight	12.12945365097947
PP	weight	11.940451567918078
PP	weight	12.597232814716918
PP	weight	13.283193731124541
PP	weight	10.944592247882122
PP	weight	11.1718264642009
PP	weight	10.611308459254005
PP	weight	9.822530147562448
PP	weight	13.823791625331479
PP	weight	10.96622452738809
PP	weight	11.243016025424511
PP	weight	11.489275325435592
PP	weight	10.160931132893658
PP	weight	10.667826902951195
PP	weight	11.905620689791066
PP	weight	9.866325060557458
PP	weight	11.172904750787978
PP	weight	8.78260747313502
PP	weight	10.122908069517722
PP	weight	12.06681345116878
PP	weight	10.471940132002336
PP	weight	10.355923547917095
PP	weight	10.935261857063193
PP	weight	9.555326942581763
PP	weight	10.872175228627153
PP	weight	11.527598798433939
PP	weight	10.458280325199619
PP	weight	10.78272682557675
PP	weight	11.684572690508618
PP	weight	10.945419429799486
PP	weight	12.221834404916788
PP	weight	12.80308091589078
PP	weight	10.407505726760446
PP	weight	10.18637677449678
PP	weight	11.615921784704808
PP	weight	11.482228888356085
PPP	ovaries	12.60174824627028
PPP	ovaries	12.710863703939763
PPP	ovaries	13.482996682707867
PPP	ovaries	9.7051519977305
PPP	ovaries	10.341856951606156
PPP	ovaries	8.857400261067125
PPP	ovaries	6.365321611516505
PPP	ovaries	8.847637103657508
PPP	ovaries	8.899909916598073
PPP	ovaries	9.421109174085778
PPP	ovaries	9.175113373283045
PPP	ovaries	11.445738970757834
PPP	ovaries	9.533460490571132
PPP	ovaries	12.368063974816106
PPP	ovaries	11.536807862178875
PPP	ovaries	13.103638814251614
PPP	ovaries	10.089376923706624
PPP	ovaries	8.917055664952127
PPP	ovaries	9.979039575277545
PPP	ovaries	12.482564435139048
PPP	ovaries	12.901132490309239
PPP	ovaries	9.708126632748534
PPP	ovaries	10.338240403509573
PPP	ovaries	9.835201834693725
PPP	ovaries	5.323711537813626
PPP	ovaries	14.135516649194939
PPP	ovaries	9.58589587772505
PPP	ovaries	12.72457177605691
PPP	ovaries	8.671503097864854
PPP	ovaries	8.373752626698074
PPP	ovaries	7.017121853240358
PPP	ovaries	5.993084437448951
PPP	ovaries	10.206835329344267
PPP	ovaries	9.15608085664182
PPP	ovaries	8.949946504867913
PPP	ovaries	9.67455088070424
PPP	ovaries	6.02487548139119
PPP	ovaries	12.554880384674993
PPP	ovaries	9.845711812124783
PPP	ovaries	8.52453180607688
PPP	size	12.39385847581526
PPP	size	17.96560993657027
PPP	size	16.32060679573293
PPP	size	13.07158726581131
PPP	size	10.897933851685393
PPP	size	12.358390410385438
PPP	size	12.979835730071732
PPP	size	13.824725889783522
PPP	size	11.676218787487521
PPP	size	11.623666423662215
PPP	size	13.155150636867985
PPP	size	11.305689236998507
PPP	size	10.094267889586089
PPP	size	9.879251251883757
PPP	size	15.852379929368638
PPP	size	13.477887775234814
PPP	size	13.983428226612556
PPP	size	11.391402543817046
PPP	size	12.89095018308336
PPP	size	13.060899683153508
PPP	size	12.360563423876155
PPP	size	13.209617215194331
PPP	size	12.92281861221262
PPP	size	11.418064325666215
PPP	size	9.958094109259218
PPP	size	14.212894944212643
PPP	size	11.391828054823378
PPP	size	15.982218708688505
PPP	size	13.274062265286702
PPP	size	12.3495852044561
PPP	size	13.433400466664551
PPP	size	13.195262223428914
PPP	size	13.449046461094213
PPP	size	14.071146366115435
PPP	size	13.798563404123456
PPP	size	10.92244536496819
PPP	size	14.10035633073372
PPP	size	12.533206010900829
PPP	size	14.966737437707632
PPP	size	14.726385424174087
PPP	weight	8.172142374436142
PPP	weight	7.394389269335592
PPP	weight	8.642853826003694
PPP	weight	6.549957705192315
PPP	weight	7.74647264832929
PPP	weight	7.6362868781660325
PPP	weight	9.586751348873724
PPP	weight	6.818399966358322
PPP	weight	7.538741582189591
PPP	weight	7.305487486235247
PPP	weight	6.053765813521553
PPP	weight	8.465870339097108
PPP	weight	8.280542197262188
PPP	weight	7.119410529475932
PPP	weight	8.540094371980192
PPP	weight	9.316264888501742
PPP	weight	8.553260319317646
PPP	weight	7.403618892975956
PPP	weight	7.7442982542334065
PPP	weight	6.576032846177548
PPP	weight	7.8465409590991735
PPP	weight	7.8124067855315245
PPP	weight	5.9978672736030205
PPP	weight	7.234839066214677
PPP	weight	7.541188685554033
PPP	weight	6.602766673851926
PPP	weight	8.05724825903827
PPP	weight	8.028105680969423
PPP	weight	6.179878447502106
PPP	weight	9.515883272556023
PPP	weight	8.130193810973987
PPP	weight	8.570487079305126
PPP	weight	8.174540240907952
PPP	weight	8.942912903909026
PPP	weight	8.735835758018275
PPP	weight	6.621421043065471
PPP	weight	6.504600902143094
PPP	weight	7.14333728198673
PPP	weight	9.111070606429783
PPP	weight	9.360668241876978
PPR	ovaries	8.11454760408532
PPR	ovaries	8.637699337709549
PPR	ovaries	6.450776767424027
PPR	ovaries	9.44052454337748
PPR	ovaries	10.406100414693176
PPR	ovaries	9.135954412075435
PPR	ovaries	7.8487426709244685
PPR	ovaries	10.4326228400082
PPR	ovaries	9.476386733001453
PPR	ovaries	8.932899441808265
PPR	ovaries	7.5759888119576235
PPR	ovaries	9.583597705176425
PPR	ovaries	9.190884323436002
PPR	ovaries	7.650861407078914
PPR	ovaries	7.796106130662155
PPR	ovaries	9.044760841729392
PPR	ovaries	8.2555031190624
PPR	ovaries	10.05625139924869
PPR	ovaries	9.412981148149886
PPR	ovaries	9.807468341483348
PPR	ovaries	8.664486317056415
PPR	ovaries	9.476551097269692
PPR	ovaries	8.100313597302316
PPR	ovaries	8.429084955685983
PPR	ovaries	8.86751826873596
PPR	ovaries	10.621104232416227
PPR	ovaries	8.9676923064304
PPR	ovaries	8.641382161635377
PPR	ovaries	7.042725429691394
PPR	ovaries	8.857358845925738
PPR	ovaries	10.75902461631418
PPR	ovaries	9.703713496882505
PPR	ovaries	9.05381947884294
PPR	ovaries	9.503350809142075
PPR	ovaries	8.38501251149776
PPR	ovaries	8.4026935365379
PPR	ovaries	10.288851960599928
PPR	ovaries	8.455396746726356
PPR	ovaries	8.320304513557145
PPR	ovaries	7.780975640924126
PPR	size	12.017329360230258
PPR	size	12.133947917860226
PPR	size	12.182028614344693
PPR	size	12.092511295282499
PPR	size	11.700218992234946
PPR	size	12.148958805323485
PPR	size	12.585098585671158
PPR	size	12.077187780709535
PPR	size	11.598652779211562
PPR	size	11.797777161946224
PPR	size	12.483255323359556
PPR	size	12.619545125251182
PPR	size	12.633640839088443
PPR	size	11.236479129152675
PPR	size	9.788156842811349
PPR	size	13.155901686730996
PPR	size	11.370885396067107
PPR	size	13.96064716632054
PPR	size	13.050300836110754
PPR	size	10.842190972738885
PPR	size	11.078835070103347
PPR	size	12.08556151393855
PPR	size	12.67727479986955
PPR	size	12.574197845855675
PPR	size	11.791324217351413
PPR	size	12.697751471843011
PPR	size	11.8696531384179
PPR	size	13.662887579541124
PPR	size	12.215816709484384
PPR	size	12.965394733941807
PPR	size	11.253805817172577
PPR	size	12.59426446469746
PPR	size	11.849528308434849
PPR	size	12.836218601085498
PPR	size	12.486797526485763
PPR	size	9.94789486661782
PPR	size	11.370233588908105
PPR	size	10.706841553583425
PPR	size	13.491818921308123
PPR	size	9.549258500343907
PPR	weight	12.49138109482424
PPR	weight	12.059634824287992
PPR	weight	11.31017894246476
PPR	weight	11.722301687925397
PPR	weight	13.861483719262015
PPR	weight	12.187209786619347
PPR	weight	12.874029989443642
PPR	weight	12.083397160396244
PPR	weight	13.928449454162322
PPR	weight	12.686513728961417
PPR	weight	12.043445132711826
PPR	weight	12.508501590536472
PPR	weight	11.17910516865358
PPR	weight	13.433579608777935
PPR	weight	13.937182482897422
PPR	weight	10.865244333510553
PPR	weight	12.816977851700438
PPR	weight	12.630096799049486
PPR	weight	14.149199318225996
PPR	weight	10.684732289034098
PPR	weight	13.13624690751443
PPR	weight	11.861251481092026
PPR	weight	12.921927026236622
PPR	weight	12.955940372929685
PPR	weight	12.962239173220604
PPR	weight	12.638826100895699
PPR	weight	14.324118669610733
PPR	weight	13.449291220676413
PPR	weight	13.89124796045335
PPR	weight	12.664836853999123
PPR	weight	12.358518852442403
PPR	weight	13.672668306218176
PPR	weight	13.943120838170236
PPR	weight	11.560600837257606
PPR	weight	13.986812690650337
PPR	weight	13.20070144076597
PPR	weight	13.701967160040331
PPR	weight	12.053264202687496
PPR	weight	14.059154698003322
PPR	weight	11.990446012335452
PPS	ovaries	9.904089662319263
PPS	ovaries	10.03450505059289
PPS	ovaries	10.237082841237305
PPS	ovaries	12.506933788692482
PPS	ovaries	12.611932027990017
PPS	ovaries	14.78334555039484
PPS	ovaries	10.842202474510046
PPS	ovaries	5.931782754271221
PPS	ovaries	10.209264415099158
PPS	ovaries	11.775108300174598
PPS	ovaries	10.212014430262897
PPS	ovaries	9.874385746811479
PPS	ovaries	15.470114985097393
PPS	ovaries	8.353505805998044
PPS	ovaries	8.696673703828827
PPS	ovaries	11.185332549143803
PPS	ovaries	13.995966712593708
PPS	ovaries	9.075793961843452
PPS	ovaries	13.294095896275985
PPS	ovaries	14.24228741201442
PPS	ovaries	10.834892689937565
PPS	ovaries	11.722152151872601
PPS	ovaries	10.83346151468317
PPS	ovaries	13.574537611352104
PPS	ovaries	14.144510333093477
PPS	ovaries	15.749415065339752
PPS	ovaries	12.2267119100075
PPS	ovaries	13.615190439873382
PPS	ovaries	12.813499819598418
PPS	ovaries	12.031700353914328
PPS	ovaries	11.703338007795217
PPS	ovaries	13.641509004604432
PPS	ovaries	12.541135421616703
PPS	ovaries	10.352637543781587
PPS	ovaries	14.583091570189385
PPS	ovaries	11.785133818946532
PPS	ovaries	11.159746272173
PPS	ovaries	13.66492655505714
PPS	ovaries	10.302076215617257
PPS	ovaries	11.598600071334989
PPS	size	7.604781951058554
PPS	size	9.241995060350462
PPS	size	10.465044033844114
PPS	size	8.9529208372215
PPS	size	9.693268689065372
PPS	size	8.733132280121819
PPS	size	7.516987928294698
PPS	size	7.912253338383088
PPS	size	9.177836297493524
PPS	size	10.583416441998168
PPS	size	7.895351660269306
PPS	size	7.855971251794138
PPS	size	10.920670196817774
PPS	size	10.438929426759891
PPS	size	9.470150971546351
PPS	size	9.036960801159479
PPS	size	9.455563713707042
PPS	size	8.356746706305206
PPS	size	9.92368982502647
PPS	size	9.973478385403082
PPS	size	9.919116531032731
PPS	size	9.391385478324473
PPS	size	10.247777112378092
PPS	size	8.445265232698798
PPS	size	6.95252845499204
PPS	size	8.682874109444702
PPS	size	9.387407017405948
PPS	size	9.326211809907406
PPS	size	9.45016440471184
PPS	size	8.79710443272872
PPS	size	9.155073973286166
PPS	size	8.80928631797033
PPS	size	10.823152328793157
PPS	size	10.713491344351482
PPS	size	8.288929801653884
PPS	size	10.484382774740297
PPS	size	9.865414479171628
PPS	size	8.54339256522608
PPS	size	9.10623804619706
PPS	size	8.741078082145437
PPS	weight	11.329397966840649
PPS	weight	0.9260968906384948
PPS	weight	2.318721591313802
PPS	weight	8.808624857767699
PPS	weight	7.014688682819159
PPS	weight	8.724206927155192
PPS	weight	7.869368973758506
PPS	weight	5.141799610286323
PPS	weight	3.505007763314868
PPS	weight	8.49994859714706
PPS	weight	3.923483167662417
PPS	weight	2.380154410825239
PPS	weight	6.8508260848256075
PPS	weight	6.97626589434692
PPS	weight	5.6459356838809525
PPS	weight	6.284513601121201
PPS	weight	7.516032690137326
PPS	weight	6.6244387197675545
PPS	weight	7.842791578362148
PPS	weight	-0.5760994530401211
PPS	weight	6.716054875296789
PPS	weight	6.38950514365553
PPS	weight	3.4456199817454776
PPS	weight	4.982642953637541
PPS	weight	6.3472850911913765
PPS	weight	5.134439081854472
PPS	weight	8.563479204436629
PPS	weight	4.887542716754216
PPS	weight	8.68007263834361
PPS	weight	3.5206254995223443
PPS	weight	9.988475874955776
PPS	weight	1.8664877999418028
PPS	weight	8.046919333027027
PPS	weight	8.135180287687115
PPS	weight	7.1950584793276935
PPS	weight	7.876379008038401
PPS	weight	7.374525824014439
PPS	weight	3.7279763315097507
PPS	weight	8.901057529367426
PPS	weight	6.892098589596555
PR	ovaries	11.416404391465989
PR	ovaries	8.84083256524266
PR	ovaries	10.836756400834908
PR	ovaries	12.777370420504528
PR	ovaries	9.125210570233357
PR	ovaries	11.99930146540438
PR	ovaries	11.228257955791365
PR	ovaries	13.47861861463766
PR	ovaries	9.425457810185382
PR	ovaries	10.493621097138233
PR	ovaries	10.583804081894234
PR	ovaries	11.029307536116077
PR	ovaries	12.180156554842151
PR	ovaries	10.315901925182201
PR	ovaries	8.76470748792228
PR	ovaries	13.21274316380257
PR	ovaries	10.196105333920736
PR	ovaries	10.26920143405693
PR	ovaries	11.852179097316085
PR	ovaries	12.446933470658884
PR	ovaries	11.112989561670958
PR	ovaries	9.789792896426135
PR	ovaries	10.023378641556645
PR	ovaries	12.257124572735687
PR	ovaries	8.575053412078244
PR	ovaries	10.186492463862855
PR	ovaries	12.240605051570252
PR	ovaries	9.351002750645568
PR	ovaries	11.969507216903674
PR	ovaries	10.166725565025272
PR	ovaries	12.616345616919547
PR	ovaries	9.744897810777788
PR	ovaries	10.460543442802672
PR	ovaries	9.122743219372968
PR	ovaries	11.264987979584383
PR	ovaries	13.837267338670596
PR	ovaries	13.645922417134306
PR	ovaries	11.569618495938359
PR	ovaries	10.482725833015875
PR	ovaries	9.090693329686673
PR	size	7.006772781346823
PR	size	5.637586924951283
PR	size	6.429087839758762
PR	size	8.053946929907713
PR	size	6.936446857666244
PR	size	8.875610041933559
PR	size	5.856418581578175
PR	size	10.703495272898493
PR	size	5.159571672321389
PR	size	8.760935595029942
PR	size	7.727919698059838
PR	size	5.0747057129110456
PR	size	6.318727701271212
PR	size	7.507715557372506
PR	size	5.665321884884246
PR	size	4.798907560926683
PR	size	2.9929972294518006
PR	size	6.303824733588067
PR	size	6.730823775229559
PR	size	7.01374990934778
PR	size	8.256947734832185
PR	size	9.62985261204734
PR	size	6.583613978469087
PR	size	5.499770204630214
PR	size	9.872877022450902
PR	size	7.791144974096385
PR	size	5.670913417258449
PR	size	7.743931914424083
PR	size	4.228992546804378
PR	size	6.089332206432257
PR	size	7.6091310994557055
PR	size	6.034272696757988
PR	size	4.465153674904473
PR	size	8.550021828102624
PR	size	4.930042124715049
PR	size	11.07861363697631
PR	size	7.393516690880557
PR	size	2.089416077903855
PR	size	9.326824150047456
PR	size	6.6398206048696755
PR	weight	11.269938888630769
PR	weight	10.411239370581061
PR	weight	9.90736792682025
PR	weight	11.958254536162105
PR	weight	8.902341143143461
PR	weight	12.481973055212652
PR	weight	12.699168976260095
PR	weight	10.729531118899937
PR	weight	10.993945322014628
PR	weight	11.151581105435953
PR	weight	12.373720736324247
PR	weight	11.377259697408315
PR	weight	9.04176712994721
PR	weight	13.151350305813201
PR	weight	12.583324413592798
PR	weight	10.01059857463581
PR	weight	10.238658876319263
PR	weight	12.288385830926417
PR	weight	10.40920991031105
PR	weight	11.167867383342188
PR	weight	10.77450649189803
PR	weight	10.020453821731431
PR	weight	11.309838400695181
PR	weight	11.833840542029249
PR	weight	11.658230418731556
PR	weight	9.180048376159714
PR	weight	11.73239542202193
PR	weight	9.265225595392003
PR	weight	9.733140056670603
PR	weight	11.207687007848932
PR	weight	11.5290408357711
PR	weight	11.11653925438568
PR	weight	10.880497287920416
PR	weight	11.073621432352155
PR	weight	10.029732048870605
PR	weight	10.92091183321527
PR	weight	9.878858477423702
PR	weight	8.321498965667748
PR	weight	9.873363267156051
PR	weight	12.743390374556007
PRP	ovaries	15.42977578127451
PRP	ovaries	11.766664164295323
PRP	ovaries	7.894860653570639
PRP	ovaries	11.396373590843554
PRP	ovaries	9.57956723027926
PRP	ovaries	13.86209241513122
PRP	ovaries	12.795597941105951
PRP	ovaries	11.226522522142663
PRP	ovaries	12.826833651075752
PRP	ovaries	13.520449737462465
PRP	ovaries	10.03327589720175
PRP	ovaries	12.844508023447588
PRP	ovaries	9.11534288967337
PRP	ovaries	13.696584429174605
PRP	ovaries	12.542871359980442
PRP	ovaries	9.84755330345787
PRP	ovaries	13.358086527249638
PRP	ovaries	15.164397409812665
PRP	ovaries	14.36872578427203
PRP	ovaries	11.918412022391534
PRP	ovaries	15.5390455900106
PRP	ovaries	13.385957367994864
PRP	ovaries	10.900942975556537
PRP	ovaries	11.744617992842926
PRP	ovaries	12.93352643590597
PRP	ovaries	13.99229916665536
PRP	ovaries	12.139991857273639
PRP	ovaries	9.552687887679184
PRP	ovaries	15.057661986164078
PRP	ovaries	13.177416367991182
PRP	ovaries	12.874294081424381
PRP	ovaries	9.52509838385302
PRP	ovaries	16.819272990862792
PRP	ovaries	12.975403680256353
PRP	ovaries	13.546197471900937
PRP	ovaries	9.956351935353888
PRP	ovaries	10.012656123705304
PRP	ovaries	10.377899463314217
PRP	ovaries	12.327932884800632
PRP	ovaries	14.781956881474676
PRP	size	8.097685888724673
PRP	size	7.702534675336451
PRP	size	5.23670476988694
PRP	size	6.020513671333974
PRP	size	7.821019928044771
PRP	size	6.831874097100178
PRP	size	7.233260086309058
PRP	size	8.555114472653484
PRP	size	6.821338107186158
PRP	size	7.076094210204941
PRP	size	5.303306707653967
PRP	size	5.570858878403209
PRP	size	7.320761165366244
PRP	size	7.748775113923988
PRP	size	7.005304591950406
PRP	size	4.355818357367783
PRP	size	8.118880830481961
PRP	size	11.071231547098837
PRP	size	7.726644166402794
PRP	size	3.5897281794747435
PRP	size	4.951624524927885
PRP	size	6.6875638862565285
PRP	size	6.063466380551372
PRP	size	2.682726557778197
PRP	size	3.736578455581614
PRP	size	7.714606186358726
PRP	size	7.647732287249005
PRP	size	6.99379134680888
PRP	size	3.097856354445962
PRP	size	3.7182658709083203
PRP	size	4.867852276376621
PRP	size	11.354678265380908
PRP	size	5.771096815517702
PRP	size	7.66852550107475
PRP	size	4.591088907176097
PRP	size	5.465409851936072
PRP	size	7.087640182373791
PRP	size	8.930050363925915
PRP	size	5.931806948573111
PRP	size	10.096044482608683
PRP	weight	7.247663696340193
PRP	weight	7.422967244172126
PRP	weight	9.743099043201651
PRP	weight	8.604952119343823
PRP	weight	10.00383478420824
PRP	weight	8.770738382652546
PRP	weight	12.996685204149125
PRP	weight	12.249514398568325
PRP	weight	7.143424710045034
PRP	weight	7.65254490877564
PRP	weight	12.293261985377413
PRP	weight	8.259948947781766
PRP	weight	5.173381363876331
PRP	weight	12.47493042430463
PRP	weight	7.772911153536751
PRP	weight	9.680061054216347
PRP	weight	6.967720194702855
PRP	weight	12.261160356893011
PRP	weight	10.074396183301985
PRP	weight	7.551883447242975
PRP	weight	9.593434061246954
PRP	weight	11.899867302339162
PRP	weight	6.746675943011155
PRP	weight	10.983458582252288
PRP	weight	7.566171565147956
PRP	weight	12.874159997741751
PRP	weight	9.524673497231438
PRP	weight	8.561778081580396
PRP	weight	6.818019734295431
PRP	weight	9.597600616728984
PRP	weight	9.733992504001582
PRP	weight	10.55105558619497
PRP	weight	10.841366101612124
PRP	weight	9.191661345400137
PRP	weight	8.553722637444073
PRP	weight	4.651515772085111
PRP	weight	11.096216861970644
PRP	weight	10.528446627566813
PRP	weight	6.8329433351940985
PRP	weight	7.130053308058859
PRR	ovaries	10.403491141921283
PRR	ovaries	10.077203915525494
PRR	ovaries	10.153195609423033
PRR	ovaries	11.800116616202937
PRR	ovaries	9.497728830178765
PRR	ovaries	12.324916191621995
PRR	ovaries	10.24407587841429
PRR	ovaries	8.582852807080606
PRR	ovaries	9.099651086355523
PRR	ovaries	9.23625715164401
PRR	ovaries	10.362810439151794
PRR	ovaries	8.709429733744434
PRR	ovaries	8.45183158817803
PRR	ovaries	9.335256160076034
PRR	ovaries	11.156535650641116
PRR	ovaries	10.490400603998504
PRR	ovaries	9.430323916904234
PRR	ovaries	8.559479231720871
PRR	ovaries	11.03212106751342
PRR	ovaries	9.549793521559376
PRR	ovaries	9.957768577748222
PRR	ovaries	10.702552637782917
PRR	ovaries	9.38599179481036
PRR	ovaries	9.354172724475038
PRR	ovaries	9.078541250756313
PRR	ovaries	9.62178046064626
PRR	ovaries	10.029754735287455
PRR	ovaries	10.036338672880818
PRR	ovaries	11.534683821868132
PRR	ovaries	9.953870018515737
PRR	ovaries	8.41132125817569
PRR	ovaries	12.080602986835244
PRR	ovaries	9.390586042306015
PRR	ovaries	12.42636309574346
PRR	ovaries	9.84215966009795
PRR	ovaries	9.621173072870054
PRR	ovaries	12.276419042833986
PRR	ovaries	9.83489693181646
PRR	ovaries	9.29581007837425
PRR	ovaries	9.984340748338001
PRR	size	6.37775724504534
PRR	size	8.678412600601098
PRR	size	7.671506808486608
PRR	size	8.444570200266382
PRR	size	8.396932967501375
PRR	size	8.435215574421292
PRR	size	7.401621357942282
PRR	size	8.294407597411508
PRR	size	6.3534261540560335
PRR	size	7.795843647960376
PRR	size	8.957998297939062
PRR	size	7.534586677605633
PRR	size	9.105835435174138
PRR	size	7.955938286925305
PRR	size	7.336279537098724
PRR	size	8.290928666165469
PRR	size	6.460324136983255
PRR	size	7.932079276601669
PRR	size	8.77965688884177
PRR	size	7.659601689559581
PRR	size	7.492820982839276
PRR	size	8.864396620142776
PRR	size	7.227461333358996
PRR	size	8.834020815440004
PRR	size	7.284175759674282
PRR	size	7.422879285281413
PRR	size	9.966393482707522
PRR	size	7.449582380147481
PRR	size	7.838953612593085
PRR	size	10.43812219048307
PRR	size	7.968496214387676
PRR	size	9.02753299551938
PRR	size	10.011156494226592
PRR	size	8.714361033963295
PRR	size	7.99429739655322
PRR	size	7.2181217328133735
PRR	size	7.213822666827484
PRR	size	7.650722518123802
PRR	size	8.498402836469314
PRR	size	7.741823951590872
PRR	weight	9.847969382795641
PRR	weight	8.543958860004786
PRR	weight	10.243218254831898
PRR	weight	13.170274861806073
PRR	weight	8.90015968428701
PRR	weight	9.960066799414564
PRR	weight	12.600451055301463
PRR	weight	11.61366467765409
PRR	weight	10.192874490190771
PRR	weight	11.991369393275829
PRR	weight	12.017135394196929
PRR	weight	11.46513685197916
PRR	weight	9.539746374072509
PRR	weight	12.140570544193318
PRR	weight	12.439170498869665
PRR	weight	10.785465238969572
PRR	weight	11.455914858572461
PRR	weight	9.63665428317409
PRR	weight	10.928644405573827
PRR	weight	11.016551019245851
