gen1	gen2	phenotype	pvalue
PPR	PRR	ovaries	0.35493317224332954
PPR	PRS	ovaries	0.8911051847400184
PPR	PS	ovaries	0.2393870414296092
PPR	PSP	ovaries	0.13756073033254257
PPR	PSR	ovaries	0.7478265005449742
PPR	PSS	ovaries	0.22731559230196485
PPR	R	ovaries	0.6291176245521841
PPR	RP	ovaries	0.6070333809101368
PPR	RPP	ovaries	0.058395696190119084
PPR	RPR	ovaries	0.5253036937110398
PPR	RPS	ovaries	0.4435793067988685
PPR	RR	ovaries	0.14795371269814317
PPR	RRP	ovaries	0.15644896405261322
PPR	RRR	ovaries	0.3798515070577708
PPR	RRS	ovaries	0.33744334879178617
PPR	RS	ovaries	0.049601280452436836
PPR	RSP	ovaries	0.484827734583295
PPR	RSR	ovaries	0.8539674530300755
PPR	RSS	ovaries	0.13966206843647666
PPR	S	ovaries	0.2819366836499222
PPR	SP	ovaries	0.214998597701332
PPR	SPP	ovaries	0.9786908410316009
PPR	SPR	ovaries	0.4760738860077748
PPR	SPS	ovaries	0.962368863927784
PPR	SR	ovaries	0.5115863432381749
PPR	SRP	ovaries	0.8600952101141294
PPR	SRR	ovaries	0.43408787162056495
PPR	SRS	ovaries	0.381283865662402
PPR	SS	ovaries	0.10241222421089735
PPR	SSP	ovaries	0.7525115659174132
PPR	SSR	ovaries	0.8995031408072212
PPR	SSS	ovaries	0.6945157152993059
PPS	P	ovaries	0.27205514521081775
PPS	PP	ovaries	0.34132333378407864
PPS	PPP	ovaries	0.3650984002157267
PPS	PPR	ovaries	0.7672695966885947
PPS	PPS	ovaries	0.8727677730461879
PPS	PR	ovaries	0.9826345733525891
PPS	PRP	ovaries	0.376448265625689
PPS	PRR	ovaries	0.64505259719218
PPS	PRS	ovaries	0.4339229450038755
PPS	PS	ovaries	0.20260082961482484
PPS	PSP	ovaries	0.1414020445655384
PPS	PSR	ovaries	0.3646204727901621
PPS	PSS	ovaries	0.02293976913046525
PPS	R	ovaries	0.5054272532983679
PPS	RP	ovaries	0.15813782664734444
PPS	RPP	ovaries	0.7404427582048669
PPS	RPR	ovaries	0.8952964125243589
PPS	RPS	ovaries	0.9012522619565573
PPS	RR	ovaries	0.8384529108411488
PPS	RRP	ovaries	0.6639140447112543
PPS	RRR	ovaries	0.7024034087780838
PPS	RRS	ovaries	0.9229154890253853
PPS	RS	ovaries	0.0055081261833207495
PPS	RSP	ovaries	0.12262129139990696
PPS	RSR	ovaries	0.8103961607440421
PPS	RSS	ovaries	0.4543071835432271
PPS	S	ovaries	0.2653792640726075
PPS	SP	ovaries	0.06982546137482049
PPS	SPP	ovaries	0.7965032256369415
PPS	SPR	ovaries	0.9627569520500243
PPS	SPS	ovaries	0.32117640872683206
PPS	SR	ovaries	0.7362968241619706
PPS	SRP	ovaries	0.010759226209871131
PPS	SRR	ovaries	0.4969722006214098
PPS	SRS	ovaries	0.033472703555118
PPS	SS	ovaries	0.7647803935649695
PPS	SSP	ovaries	0.28525363124576575
PPS	SSR	ovaries	0.044180225512779225
PPS	SSS	ovaries	0.11545028632934684
PR	P	ovaries	0.7373925694770969
PR	PP	ovaries	0.035715343684582734
PR	PPP	ovaries	0.5672239310786386
PR	PPR	ovaries	0.7241925247943855
PR	PPS	ovaries	0.3306509411673749
PR	PR	ovaries	0.7009225539661871
PR	PRP	ovaries	0.35908087968211155
PR	PRR	ovaries	0.854099275566185
PR	PRS	ovaries	0.5775977612029648
PR	PS	ovaries	0.799501080496087
PR	PSP	ovaries	0.12901663593510637
PR	PSR	ovaries	0.1893822114352598
PR	PSS	ovaries	0.36218831049017053
PR	R	ovaries	0.0028467688075585196
PR	RP	ovaries	0.418984817577137
PR	RPP	ovaries	0.5176774934779934
PR	RPR	ovaries	0.7222689118636094
PR	RPS	ovaries	0.24316690158634036
PR	RR	ovaries	0.14696738478411153
PR	RRP	ovaries	0.34061803577705385
PR	RRR	ovaries	0.8817068514196401
PR	RRS	ovaries	0.18471925233962994
PR	RS	ovaries	0.23612860871097152
PR	RSP	ovaries	0.39833437131581784
PR	RSR	ovaries	0.9470727688050363
PR	RSS	ovaries	0.5374741832796226
PR	S	ovaries	0.5464696957769543
PR	SP	ovaries	0.06253496489619126
PR	SPP	ovaries	0.09751398861888438
PR	SPR	ovaries	0.31053308079497044
PR	SPS	ovaries	0.3122392127032376
PR	SR	ovaries	0.6775915618522608
PR	SRP	ovaries	0.09917824860768865
PR	SRR	ovaries	0.9869610376545424
PR	SRS	ovaries	0.027405267501784514
PR	SS	ovaries	0.1360786124725647
PR	SSP	ovaries	0.7232339441098604
PR	SSR	ovaries	0.41847138617474
PR	SSS	ovaries	0.6969247804248215
PRP	P	ovaries	0.9873531185891774
PRP	PP	ovaries	0.06907847527959832
PRP	PPP	ovaries	0.17883103188194138
PRP	PPR	ovaries	0.1885604439079781
PRP	PPS	ovaries	0.3777691300840593
PRP	PR	ovaries	0.3660226929549293
PRP	PRP	ovaries	0.320272985505915
PRP	PRR	ovaries	0.12747231257648506
PRP	PRS	ovaries	0.5929972116802008
PRP	PS	ovaries	0.9380669168112811
PRP	PSP	ovaries	0.17432265162208838
PRP	PSR	ovaries	0.47421635748465407
PRP	PSS	ovaries	0.40068795917290323
PRP	R	ovaries	0.7122344044678945
PRP	RP	ovaries	0.5088237073431144
PRP	RPP	ovaries	0.843592882790242
PRP	RPR	ovaries	0.009651473107027853
PRP	RPS	ovaries	0.503589742368773
PRP	RR	ovaries	0.9042574729759518
PRP	RRP	ovaries	0.21231952798071108
PRP	RRR	ovaries	0.9241628054800889
PRP	RRS	ovaries	0.4603780914765516
PRP	RS	ovaries	0.42808322050461456
PRP	RSP	ovaries	0.6396582943942417
PRP	RSR	ovaries	0.5138953357237834
PRP	RSS	ovaries	0.057879114416032884
PRP	S	ovaries	0.02726522912429874
PRP	SP	ovaries	0.06001491646137602
PRP	SPP	ovaries	0.18774468289172552
PRP	SPR	ovaries	0.504351281393701
PRP	SPS	ovaries	0.7841010456016863
PRP	SR	ovaries	0.5507769963135556
PRP	SRP	ovaries	0.13913315623186506
PRP	SRR	ovaries	0.37579274524108996
PRP	SRS	ovaries	0.3492613003581916
PRP	SS	ovaries	0.0021061281207910287
PRP	SSP	ovaries	0.6524979431698966
PRP	SSR	ovaries	0.058905228313546276
PRP	SSS	ovaries	0.4606910585975714
PRR	P	ovaries	0.7034904501926913
PRR	PP	ovaries	0.44610098421116684
PRR	PPP	ovaries	0.9684185204764285
PRR	PPR	ovaries	0.2013413104817927
PRR	PPS	ovaries	0.995222342714239
PRR	PR	ovaries	0.12873695359924453
PRR	PRP	ovaries	0.021010274657436212
PRR	PRR	ovaries	0.35628777541404977
PRR	PRS	ovaries	0.7862655320110715
PRR	PS	ovaries	0.4554370035528843
PRR	PSP	ovaries	0.9374660322923617
PRR	PSR	ovaries	0.35633899857696816
PRR	PSS	ovaries	0.495465146287421
PRR	R	ovaries	0.3596780635679011
PRR	RP	ovaries	0.9060400484604061
PRR	RPP	ovaries	0.2592626078561765
PRR	RPR	ovaries	0.6640581486879608
PRR	RPS	ovaries	0.4247101521885732
PRR	RR	ovaries	0.5673941957603275
PRR	RRP	ovaries	0.12570262109358687
PRR	RRR	ovaries	0.0014947933673447045
PRR	RRS	ovaries	0.23344376043925374
PRR	RS	ovaries	0.41039762189665985
PRR	RSP	ovaries	0.5371756076985573
PRR	RSR	ovaries	0.0820618101452032
PRR	RSS	ovaries	0.41360647110470583
PRR	S	ovaries	0.6452348276376036
PRR	SP	ovaries	0.14466773800898214
PRR	SPP	ovaries	0.7408058338192103
PRR	SPR	ovaries	0.2725143919309695
PRR	SPS	ovaries	0.0569179259085999
PRR	SR	ovaries	0.8889767366513773
PRR	SRP	ovaries	0.8203182017601516
PRR	SRR	ovaries	0.63447005227162
PRR	SRS	ovaries	0.10104631835067479
PRR	SS	ovaries	0.7056780208757822
PRR	SSP	ovaries	0.31989187896499327
PRR	SSR	ovaries	0.36174216034194595
PRR	SSS	ovaries	0.21901302703239045
PRS	P	ovaries	0.8294757834221692
PRS	PP	ovaries	0.3230174721357232
PRS	PPP	ovaries	0.7821586659827894
PRS	PPR	ovaries	0.44894754608520115
PRS	PPS	ovaries	0.5417838492965003
PRS	PR	ovaries	0.7851991052041163
PRS	PRP	ovaries	0.09787442346100717
PRS	PRR	ovaries	0.9969221847138097
PRS	PRS	ovaries	0.6933094379031391
PRS	PS	ovaries	0.8030090187532709
PRS	PSP	ovaries	0.5182938396575107
PRS	PSR	ovaries	0.8144460124875263
PRS	PSS	ovaries	0.9112064194679668
PRS	R	ovaries	0.6878976846463073
PRS	RP	ovaries	0.5965863953628006
PRS	RPP	ovaries	0.9690228468097962
PRS	RPR	ovaries	0.18252479222583795
PRS	RPS	ovaries	0.7462125488338087
PRS	RR	ovaries	0.9350486777083376
PRS	RRP	ovaries	0.4794432275109973
PRS	RRR	ovaries	0.2546028559777376
PRS	RRS	ovaries	0.7463564607648714
PRS	RS	ovaries	0.9025318484949161
PRS	RSP	ovaries	0.3210687928009689
PRS	RSR	ovaries	0.47803507498151976
PRS	RSS	ovaries	0.882663294980154
PRS	S	ovaries	0.3817059523918712
PRS	SP	ovaries	0.6832982491730114
PRS	SPP	ovaries	0.6186178157204054
PRS	SPR	ovaries	0.31107962646676923
PRS	SPS	ovaries	0.5229437545114598
PRS	SR	ovaries	0.07264915880978973
PRS	SRP	ovaries	0.7925325403626912
PRS	SRR	ovaries	0.9644734958541518
PRS	SRS	ovaries	0.33354515210855085
PRS	SS	ovaries	0.15307136269521848
PRS	SSP	ovaries	0.30974339536065376
PRS	SSR	ovaries	0.03764962181593101
PRS	SSS	ovaries	0.7885730686647712
PS	P	ovaries	0.014357276025122268
PS	PP	ovaries	0.036191712295827294
PS	PPP	ovaries	0.6523542601300054
PS	PPR	ovaries	0.12983100433866368
PS	PPS	ovaries	0.8905753612563461
PS	PR	ovaries	0.36590201025894775
PS	PRP	ovaries	0.4767061626780985
PS	PRR	ovaries	0.2833463134712263
PS	PRS	ovaries	0.38380411750352605
PS	PS	ovaries	0.8398057788524226
PS	PSP	ovaries	0.6596969533121811
PS	PSR	ovaries	0.8528264183650821
PS	PSS	ovaries	0.5087951255593114
PS	R	ovaries	0.5746216799673832
PS	RP	ovaries	0.6416891606716799
PS	RPP	ovaries	0.27089639819656963
PS	RPR	ovaries	0.25835060865140147
PS	RPS	ovaries	0.27073016822143114
PS	RR	ovaries	0.8553175430459392
PS	RRP	ovaries	0.3329790956192773
PS	RRR	ovaries	0.9322791232188716
PS	RRS	ovaries	0.18124101080529909
PS	RS	ovaries	0.9358118294890744
PS	RSP	ovaries	0.39781142797574254
PS	RSR	ovaries	0.7500685390784144
PS	RSS	ovaries	0.5752241241194345
PS	S	ovaries	0.7932923749611067
PS	SP	ovaries	0.8192847703306295
PS	SPP	ovaries	0.8352988683062348
PS	SPR	ovaries	0.5739896351798514
PS	SPS	ovaries	0.782597788140036
PS	SR	ovaries	0.4586613424912729
PS	SRP	ovaries	0.1489529791214227
PS	SRR	ovaries	0.29867536331414946
PS	SRS	ovaries	0.5728567328028291
PS	SS	ovaries	0.31173255069800343
PS	SSP	ovaries	0.9791813341497568
PS	SSR	ovaries	0.08036704840995423
PS	SSS	ovaries	0.20400330260640231
PSP	P	ovaries	0.5732039630232061
PSP	PP	ovaries	0.3354595340957053
PSP	PPP	ovaries	0.563294197491784
PSP	PPR	ovaries	0.15463560374724938
PSP	PPS	ovaries	0.5899331651697723
PSP	PR	ovaries	0.772981080826314
PSP	PRP	ovaries	0.15760981791687922
PSP	PRR	ovaries	0.5647831623111914
PSP	PRS	ovaries	0.5759645388732986
PSP	PS	ovaries	0.48620674860948265
PSP	PSP	ovaries	0.45733975063585053
PSP	PSR	ovaries	0.28987241276918485
PSP	PSS	ovaries	0.25443586496642057
PSP	R	ovaries	0.4949953674250325
PSP	RP	ovaries	0.8266732215626015
PSP	RPP	ovaries	0.3560118067038601
PSP	RPR	ovaries	0.3945388891266641
PSP	RPS	ovaries	0.059940065572474666
PSP	RR	ovaries	0.33574479609804797
PSP	RRP	ovaries	0.9821536200583533
PSP	RRR	ovaries	0.28180083330555306
PSP	RRS	ovaries	0.7044810994795426
PSP	RS	ovaries	0.9723955124581053
PSP	RSP	ovaries	0.569299681718644
PSP	RSR	ovaries	0.8569658720333567
PSP	RSS	ovaries	0.5495689636821625
PSP	S	ovaries	0.5185714650760608
PSP	SP	ovaries	0.911626234109733
PSP	SPP	ovaries	0.2542938091291854
PSP	SPR	ovaries	0.2734344398144306
PSP	SPS	ovaries	0.781131868190459
PSP	SR	ovaries	0.09733039527554976
PSP	SRP	ovaries	0.17509651446314112
PSP	SRR	ovaries	0.5393446784873556
PSP	SRS	ovaries	0.6879166969621494
PSP	SS	ovaries	0.21503078888422
PSP	SSP	ovaries	0.4040806390025793
PSP	SSR	ovaries	0.4659584242500503
PSP	SSS	ovaries	0.0028923712759328923
PSR	P	ovaries	0.4684115210475568
PSR	PP	ovaries	0.9701373719770985
PSR	PPP	ovaries	0.08711873794106006
PSR	PPR	ovaries	0.28015851311125906
PSR	PPS	ovaries	0.20349951474377148
PSR	PR	ovaries	0.7205250457131703
PSR	PRP	ovaries	0.4634154530295407
PSR	PRR	ovaries	0.22409829359610245
PSR	PRS	ovaries	0.5451885690459493
PSR	PS	ovaries	0.3969470220738047
PSR	PSP	ovaries	0.2651222848349182
PSR	PSR	ovaries	0.8610610887218803
PSR	PSS	ovaries	0.219264305197867
PSR	R	ovaries	0.17554869288818542
PSR	RP	ovaries	0.749784018257159
PSR	RPP	ovaries	0.27802021761770757
PSR	RPR	ovaries	0.4955723316111481
PSR	RPS	ovaries	0.12563068097776997
PSR	RR	ovaries	0.6978882213306802
PSR	RRP	ovaries	0.7585168121637883
PSR	RRR	ovaries	0.8136726766374596
PSR	RRS	ovaries	0.4339214704323632
PSR	RS	ovaries	0.6881172487186901
PSR	RSP	ovaries	0.5145116939299097
PSR	RSR	ovaries	0.16130010994799182
PSR	RSS	ovaries	0.8840381502760989
PSR	S	ovaries	0.7274098223213512
PSR	SP	ovaries	0.3695656054044364
PSR	SPP	ovaries	0.1554145550664513
PSR	SPR	ovaries	0.8049633912384112
PSR	SPS	ovaries	0.1590622056634743
PSR	SR	ovaries	0.4021022037266978
PSR	SRP	ovaries	0.31159359488386995
PSR	SRR	ovaries	0.417491096113622
PSR	SRS	ovaries	0.008229163367236114
PSR	SS	ovaries	0.9674193619737131
PSR	SSP	ovaries	0.33695001501355304
PSR	SSR	ovaries	0.826148519489237
PSR	SSS	ovaries	0.0031591277539612106
PSS	P	ovaries	0.6611340170719642
PSS	PP	ovaries	0.41538376811286604
PSS	PPP	ovaries	0.44818133082201816
PSS	PPR	ovaries	0.974424350138918
PSS	PPS	ovaries	0.07724849982365312
PSS	PR	ovaries	0.6740215414280829
PSS	PRP	ovaries	0.6303257089345684
PSS	PRR	ovaries	0.8143063388744816
PSS	PRS	ovaries	0.9818100326167415
PSS	PS	ovaries	0.7402143771645686
PSS	PSP	ovaries	0.16323451379295773
PSS	PSR	ovaries	0.19628173455442965
PSS	PSS	ovaries	0.9939147802273661
PSS	R	ovaries	0.5214297659186453
PSS	RP	ovaries	0.0355399262935735
PSS	RPP	ovaries	0.13117416275688654
PSS	RPR	ovaries	0.251943344424822
PSS	RPS	ovaries	0.3158480161316236
PSS	RR	ovaries	0.82651334021634
PSS	RRP	ovaries	0.4209542403935016
PSS	RRR	ovaries	0.6469401481813564
PSS	RRS	ovaries	0.6036432642080115
PSS	RS	ovaries	0.458293713023046
PSS	RSP	ovaries	0.08525396151338704
PSS	RSR	ovaries	0.14195461594755265
PSS	RSS	ovaries	0.527542695426216
PSS	S	ovaries	0.3058510646975793
PSS	SP	ovaries	0.8556581155475896
PSS	SPP	ovaries	0.06885216061020061
PSS	SPR	ovaries	0.21725061018773506
PSS	SPS	ovaries	0.12121304521246601
PSS	SR	ovaries	0.7401078905723639
PSS	SRP	ovaries	0.4407767078164846
PSS	SRR	ovaries	0.5731079466071276
PSS	SRS	ovaries	0.938118780792965
PSS	SS	ovaries	0.23633817306904115
PSS	SSP	ovaries	0.234923069559428
PSS	SSR	ovaries	0.49821028147534396
PSS	SSS	ovaries	0.7551017187597159
R	P	ovaries	0.901819458718199
R	PP	ovaries	0.6902043951077735
R	PPP	ovaries	0.8626746491012681
R	PPR	ovaries	0.543855983107717
R	PPS	ovaries	0.19314904585542503
R	PR	ovaries	0.42912757943181223
R	PRP	ovaries	0.8419385789080579
R	PRR	ovaries	0.8576949431938672
R	PRS	ovaries	0.20712321065866324
R	PS	ovaries	0.4263952814832256
R	PSP	ovaries	0.3171381783060102
R	PSR	ovaries	0.9521986379570869
R	PSS	ovaries	0.19784395582482595
R	R	ovaries	0.5797929106723192
R	RP	ovaries	0.7723543188938995
R	RPP	ovaries	0.361496615785601
R	RPR	ovaries	0.5092494024825108
R	RPS	ovaries	0.544663338450831
R	RR	ovaries	0.16477465384170742
R	RRP	ovaries	0.18826358070653204
R	RRR	ovaries	0.5258075887379271
R	RRS	ovaries	0.8482936577072065
R	RS	ovaries	0.5962029603122418
R	RSP	ovaries	0.9123376591580649
R	RSR	ovaries	0.8785972198814315
R	RSS	ovaries	0.22533075585355322
R	S	ovaries	0.06497540918999922
R	SP	ovaries	0.8452844648412243
R	SPP	ovaries	0.6168457347193943
R	SPR	ovaries	0.7453651814972257
R	SPS	ovaries	0.1339832182614088
R	SR	ovaries	0.5494337394628226
R	SRP	ovaries	0.09875411728248473
R	SRR	ovaries	0.9337393515079911
R	SRS	ovaries	0.8080809981091271
R	SS	ovaries	0.05177623764826855
R	SSP	ovaries	0.1103944007885912
R	SSR	ovaries	0.8257545492462917
R	SSS	ovaries	0.5451304160423309
RP	P	ovaries	0.5463361882832717
RP	PP	ovaries	0.2685349146149769
RP	PPP	ovaries	0.6450522637970424
RP	PPR	ovaries	0.9360262316066467
RP	PPS	ovaries	0.8060742227267402
RP	PR	ovaries	0.09683836947653879
RP	PRP	ovaries	0.35012245364336936
RP	PRR	ovaries	0.20914737656248872
RP	PRS	ovaries	0.8446014293986632
RP	PS	ovaries	0.7320664477548139
RP	PSP	ovaries	0.36910400467889515
RP	PSR	ovaries	0.28042595704227846
RP	PSS	ovaries	0.2066676438844285
RP	R	ovaries	0.5718496637309869
RP	RP	ovaries	0.13378463917714833
RP	RPP	ovaries	0.9407129224166025
RP	RPR	ovaries	0.8658374874454688
RP	RPS	ovaries	0.7830015009943448
RP	RR	ovaries	0.9015802823018159
RP	RRP	ovaries	0.39696553618150254
RP	RRR	ovaries	0.29698255982203714
RP	RRS	ovaries	0.25555693377881183
RP	RS	ovaries	0.0773315743456775
RP	RSP	ovaries	0.12818048079008415
RP	RSR	ovaries	0.7918349485568297
RP	RSS	ovaries	0.7972069351626344
RP	S	ovaries	0.7332642009979642
RP	SP	ovaries	0.6537241702313014
RP	SPP	ovaries	0.8239769039096155
RP	SPR	ovaries	0.7291576547208652
RP	SPS	ovaries	0.5102578354250391
RP	SR	ovaries	0.4186066097325578
RP	SRP	ovaries	0.9481490233734692
RP	SRR	ovaries	0.48719912685553013
RP	SRS	ovaries	0.9487865670131397
RP	SS	ovaries	0.39467420860606717
RP	SSP	ovaries	0.571188688120713
RP	SSR	ovaries	0.25356741597092813
RP	SSS	ovaries	0.8893896617771657
RPP	P	ovaries	0.6040103984980413
RPP	PP	ovaries	0.15249952718023607
RPP	PPP	ovaries	0.5327890090586992
RPP	PPR	ovaries	0.3619312689851737
RPP	PPS	ovaries	0.6711290390947913
RPP	PR	ovaries	0.48043552514193344
RPP	PRP	ovaries	0.04088614739583296
RPP	PRR	ovaries	0.6075619431290048
RPP	PRS	ovaries	0.05508006563176515
RPP	PS	ovaries	0.5787451043890912
RPP	PSP	ovaries	0.8207979403299113
RPP	PSR	ovaries	0.6476272071986304
RPP	PSS	ovaries	0.6814660613744236
RPP	R	ovaries	0.42882283401460963
RPP	RP	ovaries	0.23080379458314892
RPP	RPP	ovaries	0.4870983567154469
RPP	RPR	ovaries	0.5096497360812953
RPP	RPS	ovaries	0.10494903900349783
RPP	RR	ovaries	0.2115622900533488
RPP	RRP	ovaries	0.6929486929234429
RPP	RRR	ovaries	0.9307247689719458
RPP	RRS	ovaries	0.05108256937254685
RPP	RS	ovaries	0.4968447385424526
RPP	RSP	ovaries	0.9749125211865037
RPP	RSR	ovaries	0.06764934476099538
RPP	RSS	ovaries	0.4134732688331867
RPP	S	ovaries	0.6234226374147401
RPP	SP	ovaries	0.12768862923055846
RPP	SPP	ovaries	0.0925438773305397
RPP	SPR	ovaries	0.9669423300085018
RPP	SPS	ovaries	0.9596157807774786
RPP	SR	ovaries	0.726781864302685
RPP	SRP	ovaries	0.7108665038052663
RPP	SRR	ovaries	0.8810962131542746
RPP	SRS	ovaries	0.2003898597899466
RPP	SS	ovaries	0.740775697419623
RPP	SSP	ovaries	0.8913965823507114
RPP	SSR	ovaries	0.28026777574831585
RPP	SSS	ovaries	0.061880887090312364
RPR	P	ovaries	0.2661167226964355
RPR	PP	ovaries	0.14460655747297657
RPR	PPP	ovaries	0.5755394335029544
RPR	PPR	ovaries	0.6830102559778174
RPR	PPS	ovaries	0.9913481912961498
RPR	PR	ovaries	0.8462588802249422
RPR	PRP	ovaries	0.7588812826485009
RPR	PRR	ovaries	0.8760172542105056
RPR	PRS	ovaries	0.8379782238164588
RPR	PS	ovaries	0.10364995214820838
RPR	PSP	ovaries	0.27206093164739653
RPR	PSR	ovaries	0.04265803697451864
RPR	PSS	ovaries	0.6061876857206694
RPR	R	ovaries	0.9900904517753709
RPR	RP	ovaries	0.2816558121754882
RPR	RPP	ovaries	0.5801172838403111
RPR	RPR	ovaries	0.854989885134461
RPR	RPS	ovaries	0.5922861931411993
RPR	RR	ovaries	0.028432453467462815
RPR	RRP	ovaries	0.617612393063188
RPR	RRR	ovaries	0.8305837267312285
RPR	RRS	ovaries	0.24089795221237043
RPR	RS	ovaries	0.386784064698416
RPR	RSP	ovaries	0.4154955619369166
RPR	RSR	ovaries	0.38224583618691044
RPR	RSS	ovaries	0.6521196551644104
RPR	S	ovaries	0.7896034278453137
RPR	SP	ovaries	0.5106986793947546
RPR	SPP	ovaries	0.33590074918425883
RPR	SPR	ovaries	0.5366359997588889
RPR	SPS	ovaries	0.5602903605637537
RPR	SR	ovaries	0.9080544584402068
RPR	SRP	ovaries	0.6769550257204496
RPR	SRR	ovaries	0.49883651225625725
RPR	SRS	ovaries	0.3840068278402172
RPR	SS	ovaries	0.9973955894811485
RPR	SSP	ovaries	0.2585818761688632
RPR	SSR	ovaries	0.21933630010104832
